frame_number,leftEAR,rightEAR,Rx,Ry,Rz
64,0.3922322702763681,0.369524210763289,-0.08198643357504178,2.2565271915101666,0.8158476201460039
65,0.3922322702763681,0.37072370908057856,-0.849680465144805,4.701852195831209,0.7255250730957489
66,0.3922322702763681,0.39103277195907854,-0.2119240826361451,4.720248795036274,0.42984279866396546
67,0.3922322702763681,0.3966513868708586,-2.102885207230989,2.5528631121028567,0.4633934957339696
68,0.41377035253120426,0.3760044020285236,-2.510313111273463,4.707631325659841,0.6108297912346723
69,0.3904053750620289,0.41377035253120426,-2.157023621086546,3.9366508152494863,0.0760560489205711
70,0.3743940974039791,0.4118431396674027,-3.723875206984126,4.07562006185649,0.3255200800836304
71,0.3333333333333333,0.3760044020285236,-3.359335973128189,2.8395342107767436,0.09994976385195257
72,0.3760044020285236,0.39561590064861174,-5.398845980125482,3.0644393944768558,-0.25394029373362353
73,0.37324915058580227,0.35538571686725834,-5.333416113065043,2.7858688404223186,-0.04918970630025424
74,0.3596352866894135,0.3966513868708586,-6.107998458372131,1.9748648897727294,-0.03035466796705964
75,0.37778767366761146,0.3610618503489734,-6.633712626883729,1.9390458690788677,-0.3212864747600909
76,0.37554748982068065,0.39801555937988153,-6.744409639469309,0.23637965874883024,-0.39009979309523896
77,0.39834623418566956,0.3966513868708586,-7.231312394592456,2.032087236682659,-0.2656456910292336
78,0.3661548861218635,0.39495265792203726,-8.306666700313164,2.0836375488561854,-0.14370085672917401
79,0.36090816055889996,0.37778767366761146,-8.61538541096616,3.2525952765381088,-0.004311229086857133
80,0.35766620892206213,0.343567086477143,-9.09251922521437,0.02752723580647975,-0.08089192798476288
81,0.3399142230286539,0.3628950864056385,-9.698762077772507,-1.0865173549200138,0.05802449594324536
82,0.3399142230286539,0.32019315936789416,-10.129366654746674,0.7318763735596823,-0.14977444684542665
83,0.36090816055889996,0.35766620892206213,-10.18016254768617,0.6233011146040183,-0.018729964464098907
84,0.35766620892206213,0.38264321773863774,-10.422665758981095,1.3991193467444825,-0.34446748622568724
85,0.34598848130693644,0.3399142230286539,-11.113963974034634,-1.1362516979589268,0.14337369131794322
86,0.3451172823236537,0.36595268322822494,-12.895509806617872,-0.8748381970505268,0.3342879805098911
87,0.3380531221741365,0.3288540037582716,-12.162396948745338,-1.1948453358617652,0.26979099083102387
88,0.3347708079643126,0.3473542920900184,-12.78386796416513,-1.1260735947959466,0.2010593841693112
89,0.3232622244537026,0.3473542920900184,-13.193672836459724,-3.420453424492289,0.26657974485201674
90,0.3482173882802426,0.3288540037582716,-13.646804831275606,-1.7185294158629356,0.05251425169465293
91,0.34201717636706475,0.3442340916100403,-14.544771127354307,-2.642736234753724,-0.2165369470707273
92,0.3482173882802426,0.3327668409915659,-14.843657304994174,-2.781747551980682,-0.1563244956009795
93,0.33575600588927096,0.33777797401776155,-14.42554023818482,-1.9389490540310228,0.07476154838698454
94,0.2948169705325204,0.3135709557518438,-15.175908397612794,-0.7667850420363752,-0.28032895186569856
95,0.3455170364423585,0.3327668409915659,-15.3428389219185,-3.380298077390192,-0.42184773466428377
96,0.32983624436853354,0.2936101097573517,-16.229464300139597,-1.399737102678172,-0.8392384738635539
97,0.3275939844921283,0.3180326535490814,-15.071115547098486,-4.469490229550922,-1.1209364283039085
98,0.3455170364423585,0.3116938929256063,-15.636167423843265,-3.0073610224765375,-1.712970206334869
99,0.3298608090708103,0.2936101097573517,-15.512083753444932,-2.4581034807248145,-1.3228373700953406
100,0.31573786516665264,0.3135709557518438,-15.792347978845221,-3.887898941053907,-1.5120729784865672
101,0.3243309412812919,0.29695970548312184,-15.843773095396825,-4.266461970014876,-1.2143849053101734
102,0.3333333333333333,0.3297776760938608,-17.178647594420394,-3.0266236359003984,-1.7423576148837103
103,0.363852353633482,0.32535757229699475,-10.882977159622943,-3.7507483802388175,-0.9043478276275538
104,0.3425316506824227,0.3220728986898745,-10.759770532445554,-3.8466292717211563,-0.6130836031899383
105,0.3363896962216542,0.30091213723418164,-15.978759366286782,-3.1744960909972333,-0.7531834998765583
106,0.37267799624996495,0.3284777727769728,-13.491355781235278,-10.501604574914232,-0.7547724277762565
107,0.31573786516665264,0.29695970548312184,-15.063140752692838,-1.6968386031984617,-1.2838300403436238
108,0.3242023691012812,0.29695970548312184,-15.63601386202069,-3.3731810446354342,-1.3571230308007776
109,0.32128257925274306,0.2936101097573517,-15.962401742501243,-3.6929215096574124,-1.3740207247901168
